country_iso3,year,gdp_growth,inflation,unemployment,fdi_pct_gdp,population,control_corruption_score,government_effectiveness_score,political_stability_score,regulatory_quality_score,rule_of_law_score,country_name,country_iso2,currency,gdelt_risk_event_count,trade_import_value,final_risk_score,risk_label
JPN,2023,0.720785304749811,3.26813365933163,2.6,0.456297698647986,,74.9337419,90.0027288,87.5440509,76.90938009999999,82.926836,Japan,JP,JPY,,,12.46,Low risk
JPN,2024,-0.240084236041696,2.73853681635241,2.5,0.450454817292247,,75.322857,91.9378443,85.270442,75.83302789999999,82.97998439999999,Japan,JP,JPY,,,14.73,Low risk
KOR,2015,2.92029267301234,0.70633177245575,3.546,0.266636382581676,51014947.0,54.8375921,74.6415719,77.2995045,70.5731613,74.357169,South Korea,KR,KRW,,,22.7,Low risk
KOR,2016,3.17152748983935,0.971685739912168,3.65,0.766507046338007,51217803.0,55.0047204,74.4078722,74.7023463,70.2540535,74.65866609999999,South Korea,KR,KRW,,,25.3,Low risk
KOR,2017,3.433191763972,1.94433230786366,3.653,1.04741749331971,51361911.0,56.51282,74.3374479,76.57852609999999,69.9923819,74.3794466,South Korea,KR,KRW,,,23.42,Low risk
KOR,2018,3.17611568177327,1.47583935002645,3.824,0.66781363782051,51585058.0,58.8116187,78.2996628,80.7641604,69.9547702,76.0698578,South Korea,KR,KRW,,,19.24,Low risk
KOR,2019,2.31380210595475,0.383000303608136,3.746,0.550202642546341,51764822.0,60.2693169,82.9882538,80.490315,69.246572,76.0778177,South Korea,KR,KRW,,,19.51,Low risk
KOR,2020,-0.700242317542106,0.537288023411737,3.931,0.502554290313687,51836239.0,63.154697,82.2854536,80.7211746,69.1882871,76.7221314,South Korea,KR,KRW,,,19.28,Low risk
KOR,2021,4.61296795454287,2.49833333333339,3.639,1.13577953855347,51769539.0,63.2670395,82.96003669999999,81.2769586,70.44494759999999,77.06952249999999,South Korea,KR,KRW,,,18.72,Low risk
KOR,2022,2.72756456708991,5.08951365062842,2.857,1.39186469730544,51672569.0,64.4874887,80.2050057,80.5106575,70.9067427,77.0360701,South Korea,KR,KRW,,,19.49,Low risk
KOR,2023,1.58301467403629,3.5974562502901,2.675,1.03221435142435,51712619.0,65.6442296,80.420774,81.8173145,70.6287777,77.3500467,South Korea,KR,KRW,,,18.18,Low risk
KOR,2024,2.00361101838986,2.32174328643542,2.784,0.685857996519477,51751065.0,65.05119719999999,80.2483639,76.81550589999999,70.8498709,76.19689,South Korea,KR,KRW,,,23.18,Low risk
MEX,2015,2.70232343024026,2.72064064964023,4.311,2.98783786611186,,30.8336421,53.2847969,50.6531064,57.7420193,45.2102836,Mexico,MX,MXN,,,49.35,Moderate risk
MEX,2016,1.7724932254128,2.8217078474766,3.853,3.49768027047347,,31.2331432,53.8304719,51.64984,57.4026104,45.4749739,Mexico,MX,MXN,,,48.35,Moderate risk
MEX,2017,1.87172854648381,6.04145724018986,3.419,2.78307493364523,,28.6631687,51.5346523,48.0339505,57.4505902,44.4008161,Mexico,MX,MXN,,,51.97,Moderate risk
MEX,2018,1.97208211101069,4.89935015356551,3.275,3.0141785043816,,28.7721329,50.8168666,50.0543383,54.8126908,43.088259,Mexico,MX,MXN,,,49.95,Moderate risk
MEX,2019,-0.392690513290532,3.63596142127046,3.477,2.29651449559824,,29.8469098,51.171928,50.5648971,54.2041143,41.8879329,Mexico,MX,MXN,,,49.44,Moderate risk
MEX,2020,-8.35403459379062,3.39683415570006,4.44,2.81400875229273,,30.5727672,50.4408854,52.6169798,52.9751437,39.9835084,Mexico,MX,MXN,,,47.38,Moderate risk
MEX,2021,6.04848347173572,5.68920847683753,4.019,2.70530313479407,,30.1761404,50.4510527,53.3188388,51.8459998,39.3268581,Mexico,MX,MXN,,,46.68,Moderate risk
MEX,2022,3.70975708309098,7.8962761916855,3.256,2.67267286267437,,30.1282206,49.640729,55.8325808,52.3971353,38.3383975,Mexico,MX,MXN,,,44.17,Moderate risk
MEX,2023,3.1067964131456,5.52796087314389,2.765,1.7099038174861,,28.986428,49.8847981,55.6715218,52.086238,38.4166425,Mexico,MX,MXN,,,44.33,Moderate risk
MEX,2024,1.35057631384696,4.72225588452932,2.678,2.48429388161511,,28.8100291,47.0640988,53.6732923,51.7749322,37.1058908,Mexico,MX,MXN,,,46.33,Moderate risk
MYS,2015,5.09153242155011,2.10438980238359,,3.27094402931735,31232798.0,52.7935737,67.6059224,66.6594252,66.88680939999999,58.9296701,Malaysia,MY,MYR,,,33.34,Low risk
MYS,2016,4.44978139761541,2.09056659525742,,4.47130958598651,31789685.0,49.9486685,66.4538797,65.62386169999999,66.36164,58.663424,Malaysia,MY,MYR,,,34.38,Low risk
MYS,2017,5.81272240983328,3.87120115774237,,2.9358203805856,32355644.0,49.336186,66.1388399,65.6920105,66.9472518,59.2131717,Malaysia,MY,MYR,,,34.31,Low risk
MYS,2018,4.84308697634881,0.884709160571235,,2.31458721219734,32910967.0,57.8448648,68.0473561,68.9172284,66.6588099,61.8937766,Malaysia,MY,MYR,,,31.08,Low risk
MYS,2019,4.41318742129586,0.662891865764326,,2.50697705748044,33440596.0,57.1842175,67.2315239,68.6426383,66.7821061,62.7978859,Malaysia,MY,MYR,,,31.36,Low risk
MYS,2020,-5.45684658426701,-1.1387021539305,,1.20275464255821,33889558.0,56.3668583,68.2086053,68.28701989999999,64.9178769,62.9879505,Malaysia,MY,MYR,,,31.71,Low risk
MYS,2021,3.31534954399166,2.47710241465447,,5.41626377085161,34282399.0,53.9576967,66.9664999,69.2442318,66.36947529999999,62.1560402,Malaysia,MY,MYR,,,30.76,Low risk
MYS,2022,9.03173723044451,3.37869862549928,,3.68486215546291,34695493.0,55.3650278,66.618172,70.13575639999999,65.2051438,62.0469295,Malaysia,MY,MYR,,,29.86,Low risk
MYS,2023,3.5370638041057,2.48886560125754,,1.97990062716743,35126298.0,55.5607189,65.8744129,69.7921566,64.1428062,62.1569094,Malaysia,MY,MYR,,,30.21,Low risk
MYS,2024,5.10545921024041,1.834100204499,,3.6930953933026,35557673.0,57.9431536,69.1273333,72.4670498,65.5948635,62.9047385,Malaysia,MY,MYR,,,27.53,Low risk
NLD,2015,2.12064007193544,0.600248147278776,6.872,48.4706196279081,16939923.0,85.56712999999999,88.82920829999999,81.4706964,83.0257199,89.3889268,Netherlands,NL,EUR,,,18.53,Low risk
NLD,2016,2.42428065449427,0.316666666666652,6.007,34.7918547450687,17030314.0,86.4710077,89.4892666,80.93984979999999,85.7251642,89.5170088,Netherlands,NL,EUR,,,19.06,Low risk
NLD,2017,2.78150834679987,1.38145871407216,4.837,23.7131758376085,17131296.0,84.8361738,90.3198724,79.2526096,85.9075606,89.0677475,Netherlands,NL,EUR,,,20.75,Low risk
NLD,2018,2.25873158164956,1.70349794744479,3.832,-30.6576768564655,17231624.0,87.2560999,90.8032877,79.44179,85.4072786,88.29211269999999,Netherlands,NL,EUR,,,20.56,Low risk
NLD,2019,2.3001616053659,2.63369910249591,3.379,-13.7565327156949,17344874.0,87.32143959999999,91.4720745,77.8266632,84.2436994,88.6893891,Netherlands,NL,EUR,,,22.17,Low risk
NLD,2020,-3.86799714191608,1.27246037789161,3.82,-23.6860117625863,17441500.0,89.6456515,91.0015797,78.01018619999999,82.69517929999999,88.49428689999999,Netherlands,NL,EUR,,,21.99,Low risk
NLD,2021,6.27683593745216,2.67572008805385,4.209,-10.9725941589172,17533044.0,88.90511699999999,87.3814124,78.4148135,83.6353658,87.5440788,Netherlands,NL,EUR,,,21.59,Low risk
NLD,2022,5.00723453395074,10.0012078753473,3.526,1.47701805979237,17700982.0,86.6695427,85.65942079999999,76.5743154,82.0427251,86.7204829,Netherlands,NL,EUR,,,23.43,Low risk
NLD,2023,-0.598061017580278,3.83839354342808,3.535,-30.2430732965592,17877117.0,85.9839538,85.3894503,76.28751369999999,81.9596634,86.52375769999999,Netherlands,NL,EUR,,,23.71,Low risk
NLD,2024,1.07383137319854,3.34754304219953,3.7,-1.40518243891316,17993485.0,86.5164277,85.406351,73.2073612,82.0184513,86.34203509999999,Netherlands,NL,EUR,,,26.79,Low risk
PAK,2015,4.21794209572506,2.52932817254229,,0.557734356032139,217290883.0,27.9955138,39.4682574,24.3870695,44.043468,41.2198719,Pakistan,PK,PKR,,,75.61,High risk
PAK,2016,6.57383828511043,3.7651191635658,,0.821349998064174,220138869.0,28.1613224,41.026367,26.0080143,44.4594518,41.2520559,Pakistan,PK,PKR,,,73.99,High risk
PAK,2017,4.43262590683975,4.08537368032608,,0.735837049658425,223273967.0,28.9283045,43.1480596,28.0004036,44.3870689,42.0691874,Pakistan,PK,PKR,,,72.0,High risk
PAK,2018,6.15170261099519,5.07805725868917,,0.487745750658143,226928892.0,28.3401745,41.4757961,31.9741236,44.4173043,42.5142321,Pakistan,PK,PKR,,,68.03,High risk
PAK,2019,2.49763692943365,10.5780305672025,,0.696146480411465,230800899.0,28.1909519,41.6806369,32.9381408,45.0803111,42.9850137,Pakistan,PK,PKR,,,67.06,High risk
PAK,2020,-1.27408744338709,9.74011619320125,,0.684695289874347,235001746.0,28.8885035,39.3830517,38.7661403,43.8130901,42.972992,Pakistan,PK,PKR,,,61.23,High risk
PAK,2021,6.51388575852702,9.49641577285205,,0.616039439073827,239477801.0,29.5123294,41.2872377,37.7158986,44.5428148,42.7982259,Pakistan,PK,PKR,,,62.28,High risk
PAK,2022,4.7781068690358,19.8738599646655,,0.389980753542853,243700667.0,28.7069653,38.0780236,35.9060416,42.7921461,41.2878353,Pakistan,PK,PKR,,,64.09,High risk
PAK,2023,-0.414935997088406,30.7681280657005,,0.608281270820624,247504495.0,26.6784275,38.5358563,32.7495326,41.8989333,39.6801955,Pakistan,PK,PKR,,,67.25,High risk
PAK,2024,3.08176295579301,12.6325318530452,,0.716885239403099,251269164.0,26.2849685,39.6677025,30.6476878,42.3591418,39.4597729,Pakistan,PK,PKR,,,69.35,High risk
PHL,2015,6.34830971672761,0.674192536845408,3.068,1.84018010717942,105312992.0,35.9037134,59.274047,50.0628483,56.2476709,49.5647499,Philippines,PH,PHP,,,49.94,Moderate risk
PHL,2016,7.14945675000752,1.25369880080982,2.695,2.59850803494211,106735719.0,35.44452,56.2005872,41.3367179,56.8522856,48.8248033,Philippines,PH,PHP,,,58.66,Moderate risk
PHL,2017,6.9309883258402,2.85318772590947,2.552,3.12238778404896,108119693.0,34.9637026,54.7710745,44.0426791,57.0205367,46.7882711,Philippines,PH,PHP,,,55.96,Moderate risk
PHL,2018,6.34148557153473,5.30934661627707,2.338,2.86833826070497,109465287.0,34.9238369,55.5875464,47.672128,54.7822362,45.9532714,Philippines,PH,PHP,,,52.33,Moderate risk
PHL,2019,6.11852566221303,2.39206534422404,2.237,2.30117498598294,110804683.0,35.4840983,54.875588,48.650639,55.7876579,45.8276987,Philippines,PH,PHP,,,51.35,Moderate risk
PHL,2020,-9.51829474045297,2.3931623931624,2.522,1.88586363211171,112081264.0,36.9393411,54.8698093,49.8113371,55.0858329,46.0680376,Philippines,PH,PHP,,,50.19,Moderate risk
PHL,2021,5.71473313185116,3.92718022100332,3.398,3.04078855310045,113100950.0,36.2283633,54.3791841,47.2142694,55.0969912,45.3703225,Philippines,PH,PHP,,,52.79,Moderate risk
PHL,2022,7.58098212785563,5.82115811213955,2.598,2.3475097233369,113964338.0,36.1659708,52.0364364,50.5373103,54.9385089,46.0841106,Philippines,PH,PHP,,,49.46,Moderate risk
PHL,2023,5.51894967856043,5.97802515541409,2.2,2.04210354820336,114891199.0,36.3367608,53.3201947,53.7824112,55.8622915,46.6183464,Philippines,PH,PHP,,,46.22,Moderate risk
PHL,2024,5.71474526128652,3.21260487006347,2.202,2.03571882251572,115843670.0,36.1832247,54.1505555,52.6707116,56.113404,47.0863157,Philippines,PH,PHP,,,47.33,Moderate risk
POL,2015,4.43176700264478,-0.874125874125862,7.475,3.29546177974363,37986412.0,64.77054629999999,68.2915982,84.0646826,67.67492779999999,71.34938869999999,Poland,PL,PLN,,,15.94,Low risk
POL,2016,3.03117767594847,-0.664767331433962,6.141,3.81608721408819,37970087.0,65.4782389,65.9236394,75.6518937,67.6559059,69.9512118,Poland,PL,PLN,,,24.35,Low risk
POL,2017,5.15245773325907,2.07593553673859,4.867,2.37812815599278,37974826.0,64.6441157,63.461552,76.1783691,66.2486473,67.62015629999999,Poland,PL,PLN,,,23.82,Low risk
POL,2018,6.2458584723942,1.81295156542689,3.835,3.34803954559233,37974750.0,63.5788766,64.79818639999999,76.6592008,66.88542149999999,66.3848598,Poland,PL,PLN,,,23.34,Low risk
POL,2019,4.58045817256199,2.22747880938291,3.267,3.15455649244208,37965475.0,62.3529926,64.234619,77.4004756,67.9175001,66.0240098,Poland,PL,PLN,,,22.6,Low risk
POL,2020,-2.03556882399977,3.37446972618589,3.155,3.31499059495462,37515748.0,62.9185856,64.49584159999999,75.3665626,65.67408809999999,64.8828903,Poland,PL,PLN,,,24.63,Low risk
POL,2021,6.92718266052501,5.05502704719272,3.268,5.44306737738578,36981559.0,61.7601929,62.7886528,75.5488506,65.4865691,64.0186411,Poland,PL,PLN,,,24.45,Low risk
POL,2022,5.25545697386036,14.4294507575758,2.811,6.00626096603428,36821749.0,61.3638697,61.3624514,75.0754802,65.69806849999999,63.0667016,Poland,PL,PLN,,,24.92,Low risk
POL,2023,0.249610834017872,11.5289127961105,2.743,4.38918673390545,36687353.0,63.1064958,63.6700055,74.5306813,66.3020619,63.0992023,Poland,PL,PLN,,,25.47,Low risk
POL,2024,3.02841630700273,3.79060897630197,2.807,2.24523191798779,36559233.0,63.9280835,64.4341341,74.4122187,65.67938889999999,66.8937579,Poland,PL,PLN,,,25.59,Low risk
SAU,2015,4.65512316652699,1.22269318552328,5.6,0.572622097928938,29816382.0,45.000931,52.9975543,57.894166,58.6054982,52.3558045,Saudi Arabia,SA,SAR,,,42.11,Moderate risk
SAU,2016,1.70404739202878,2.05347076823965,5.6,3.18518611850268,30954198.0,50.2916026,56.8213355,57.2526665,57.8279089,53.5228864,Saudi Arabia,SA,SAR,,,42.75,Moderate risk
SAU,2017,1.18210705878283,-0.834845735027162,5.89,0.136801407151884,30977355.0,50.0814185,54.7809656,54.4923157,56.4465642,51.2380399,Saudi Arabia,SA,SAR,,,45.51,Moderate risk
SAU,2018,3.2269508901591,2.46594308994843,6.029,1.36945683303735,30196281.0,51.0050357,56.5030836,55.6728063,56.1327398,52.9607246,Saudi Arabia,SA,SAR,,,44.33,Moderate risk
SAU,2019,1.65158925617395,-1.19298644533328,5.636,0.346411455797861,30063799.0,52.166833,56.4333535,56.4504428,57.6909104,54.0463,Saudi Arabia,SA,SAR,,,43.55,Moderate risk
SAU,2020,-3.80478901996312,3.37234961012303,7.66,0.211115523412857,31552510.0,54.3630881,53.4389277,56.4512285,57.5945518,53.8782065,Saudi Arabia,SA,SAR,,,43.55,Moderate risk
SAU,2021,6.51959698325419,3.06328988941548,6.621,2.8850612174452,30784383.0,52.642418,58.8939981,57.9136458,60.9762692,54.1098832,Saudi Arabia,SA,SAR,,,42.09,Moderate risk
SAU,2022,12.0005874752929,2.47407371925372,5.589,2.1556449627378,32175224.0,53.4564616,61.3410999,59.7146785,63.6030924,57.6414938,Saudi Arabia,SA,SAR,,,40.29,Moderate risk
SAU,2023,0.542592439393161,2.32708518362706,4.008,1.87130991298946,33702731.0,57.5090881,65.4540371,61.7058738,64.4850665,58.9708502,Saudi Arabia,SA,SAR,,,38.29,Moderate risk
SAU,2024,2.64893068308965,1.68792112375809,3.518,1.70136894275871,35300280.0,63.0932113,66.5710105,65.0715555,66.0645617,60.5850662,Saudi Arabia,SA,SAR,,,34.93,Low risk
SGP,2015,2.97679931634806,-0.521975611895763,3.79,22.6541826890491,5535002.0,89.9569319,93.8738309,84.8949902,90.03844269999999,83.5736762,Singapore,SG,SGD,,,15.11,Low risk
SGP,2016,3.91095306322606,-0.529809760375464,4.08,20.3059406285478,5607283.0,90.4515115,95.0042168,87.7393927,89.53526339999999,83.59613619999999,Singapore,SG,SGD,,,12.26,Low risk
SGP,2017,4.32679370770501,0.576763191179996,4.2,29.5741008560154,5612253.0,90.6151744,94.4261072,89.569172,88.7548541,82.6575367,Singapore,SG,SGD,,,10.43,Low risk
SGP,2018,3.18660848474074,0.438784215129623,3.613,22.7862106121625,5638676.0,90.8769177,94.4482054,88.09078509999999,88.5630657,83.3609829,Singapore,SG,SGD,,,11.91,Low risk
SGP,2019,1.15877947300108,0.567829988405447,3.1,28.1758142041642,5703569.0,90.7440179,94.9771682,87.3842662,89.2601751,83.23461499999999,Singapore,SG,SGD,,,12.62,Low risk
SGP,2020,-3.61084281729929,-0.172111865925382,4.1,22.5843942948636,5685807.0,90.9144779,94.4177755,87.8537403,88.33293859999999,82.27106859999999,Singapore,SG,SGD,,,12.15,Low risk
SGP,2021,10.1410845197192,2.31610315765146,4.64,32.2624851402185,5453566.0,89.95850469999999,94.4686196,87.7872673,88.5386295,81.6232905,Singapore,SG,SGD,,,12.21,Low risk
SGP,2022,4.01027884472296,6.13095418919732,3.591,28.0305519383786,5637022.0,89.0057518,94.1426523,85.7908535,87.1812874,81.53999069999999,Singapore,SG,SGD,,,14.21,Low risk
SGP,2023,1.45026775889565,4.83372362825798,3.444,24.607056245637,5917648.0,86.801475,95.3284225,86.46127899999999,88.4485778,81.48039,Singapore,SG,SGD,,,13.54,Low risk
SGP,2024,5.3435120192366,2.38951123595017,2.737,23.5787255966584,6036860.0,87.69263889999999,95.6655857,86.93683759999999,88.48934849999999,81.596249,Singapore,SG,SGD,,,13.06,Low risk
THA,2015,3.13404724911635,-0.898143410569433,0.597,2.22468548959784,70540795.0,36.7757693,52.6510813,46.1476533,58.1254903,50.4986354,Thailand,TH,THB,,,53.85,Moderate risk
THA,2016,3.43515771692182,0.186235191075453,0.688,0.843364340718618,70859841.0,39.5817176,53.1751287,46.6539451,57.5485891,51.3201195,Thailand,TH,THB,,,53.35,Moderate risk
THA,2017,4.1776810321001,0.664415139830893,0.83,1.81550260101987,71160187.0,40.3466027,54.3886359,49.0742678,58.1795579,51.474009,Thailand,TH,THB,,,50.93,Moderate risk
THA,2018,4.22287028746071,1.06683487370758,0.765,2.71279835138662,71376079.0,40.3060731,54.7516616,49.1566626,57.1515751,51.8246908,Thailand,TH,THB,,,50.84,Moderate risk
THA,2019,2.11455779628278,0.705524801910317,0.716,1.01734877580041,71522271.0,40.0524608,54.0667732,55.8413351,56.2924522,53.518212,Thailand,TH,THB,,,44.16,Moderate risk
THA,2020,-6.09306312966953,-0.846087518861799,1.099,-0.858310188764945,71641484.0,40.1221848,53.6186352,53.3677964,56.2170223,53.4591397,Thailand,TH,THB,,,46.63,Moderate risk
THA,2021,1.55858232076893,1.23104516549814,1.215,3.04112326260094,71727332.0,39.9738832,55.3968725,53.9991989,56.490505,52.532598,Thailand,TH,THB,,,46.0,Moderate risk
THA,2022,2.63784213566305,6.07589952842433,0.94,2.39157096115532,71735329.0,39.6776827,55.7638453,56.2063996,56.6541981,52.3485261,Thailand,TH,THB,,,43.79,Moderate risk
THA,2023,2.24883437970568,1.22908986612448,0.733,1.9975474592024,71702435.0,38.9620291,57.278445,58.3805816,56.7392613,53.597765,Thailand,TH,THB,,,41.62,Moderate risk
THA,2024,2.94859986593323,0.398333333333422,0.781,2.70165281834265,71668011.0,37.1805433,56.27225,54.2220045,56.5410603,53.2556386,Thailand,TH,THB,,,45.78,Moderate risk
TUR,2015,5.80557386628684,7.67085364845885,,2.225752648523,78218479.0,45.7015634,57.8182771,46.9449387,58.28807,48.7487819,Turkey,TR,TRY,,,53.06,Moderate risk
TUR,2016,3.32366508200445,7.7751341532833,,1.58873607703875,79277962.0,46.1425596,55.4087042,35.4862476,57.2964845,47.5698504,Turkey,TR,TRY,,,64.51,High risk
TUR,2017,7.82585730002594,11.1443110840764,,1.29532700760314,80312698.0,46.507721,56.9298118,36.7492235,57.1293832,46.3736394,Turkey,TR,TRY,,,63.25,High risk
TUR,2018,3.46815306092219,16.3324638988929,,1.57923380202967,81407204.0,43.1645279,52.2695935,46.6927681,55.6793272,44.7632614,Turkey,TR,TRY,,,53.31,Moderate risk
TUR,2019,1.30162365464503,15.1768215720022,,1.22536076199392,82579440.0,44.2075641,55.4219261,45.5253689,54.6143904,46.6891064,Turkey,TR,TRY,,,54.47,Moderate risk
TUR,2020,1.80306247087255,12.2789574462574,,1.02531493703228,83384680.0,41.2919795,52.7193901,48.1362744,52.2583184,44.7460611,Turkey,TR,TRY,,,51.86,Moderate risk
TUR,2021,11.811094450607,19.5964926913324,,1.50891969619413,84147318.0,39.7741275,51.8281987,49.2892722,52.9207969,43.620488,Turkey,TR,TRY,,,50.71,Moderate risk
TUR,2022,5.44122511322401,72.3088359891207,,1.48839623728753,84979913.0,39.101218,50.8583854,49.922523,51.2488229,43.5432566,Turkey,TR,TRY,,,50.08,Moderate risk
TUR,2023,5.04512369812289,53.8594087593315,,0.933806495534912,85325965.0,39.0000224,49.1222075,50.7861106,51.536951,43.2093397,Turkey,TR,TRY,,,49.21,Moderate risk
TUR,2024,3.3276230893799,58.5064507300342,,0.860701598247461,85518661.0,36.4544855,49.9654888,49.3131044,51.5312748,42.4489468,Turkey,TR,TRY,,,50.69,Moderate risk
USA,2015,2.94555045227337,0.118627135552451,5.28,2.79548220201356,321815121.0,72.8887558,81.921098,77.2686791,75.23858729999999,80.6641363,United States,US,USD,,,22.73,Low risk
USA,2016,1.81945147909089,1.26158320570536,4.869,2.52268117379751,324353340.0,72.99544689999999,82.2968867,71.49570969999999,77.06345739999999,81.0107788,United States,US,USD,,,28.5,Low risk
USA,2017,2.45762230126449,2.13011000365961,4.355,1.94177554246862,326608609.0,74.28661389999999,82.4298488,67.7755797,78.6622599,79.68341699999999,United States,US,USD,,,32.22,Low risk
USA,2018,2.96650506701943,2.44258329692817,3.896,1.03945408799819,328529577.0,73.1653584,83.2803088,70.8565316,78.2710025,77.13749279999999,United States,US,USD,,,29.14,Low risk
USA,2019,2.58382533052225,1.81221007526021,3.669,1.46696501417689,330226227.0,71.5773432,81.4636929,66.8276892,76.431118,76.30123669999999,United States,US,USD,,,33.17,Low risk
USA,2020,-2.081375977796,1.23358439630629,8.055,0.641236014628299,331578104.0,70.612324,78.61459959999999,63.3866948,75.016521,74.25082069999999,United States,US,USD,,,36.61,Moderate risk
USA,2021,6.15202247867526,4.69785886363742,5.349,2.01451214498067,332100166.0,70.6216776,79.39387119999999,63.735279,77.9559668,74.65688659999999,United States,US,USD,,,36.26,Moderate risk
USA,2022,2.52421385073222,8.00279982052121,3.65,1.60006208497274,333996304.0,72.192362,79.9489163,63.1167764,77.87060559999999,75.0674875,United States,US,USD,,,36.88,Moderate risk
USA,2023,2.93436322440155,4.11633838374488,3.638,1.30141768246586,336755052.0,72.045619,77.7556405,62.5953145,77.4267473,73.49888159999999,United States,US,USD,,,37.4,Moderate risk
USA,2024,2.79318715363841,2.94952520485207,4.022,1.01391858895004,340003797.0,69.8551773,77.7839316,64.2697196,76.19345849999999,73.5177858,United States,US,USD,,,35.73,Moderate risk
VNM,2015,6.98715430598611,0.631200905175685,1.848,4.93190773329022,92823254.0,40.2154072,53.278707,67.05899289999999,49.6745086,50.5503329,Vietnam,VN,VND,,,32.94,Low risk
VNM,2016,6.69000892660424,2.66824816969082,1.848,4.90089302916746,94000117.0,40.6349049,52.3972727,69.0117358,49.9461067,52.47983,Vietnam,VN,VND,,,30.99,Low risk
VNM,2017,6.94019037359206,3.52025688811618,1.874,5.01148721749681,95176977.0,39.276038,52.7084431,68.4569391,50.5475593,51.64039,Vietnam,VN,VND,,,31.54,Low risk
VNM,2018,7.46500685572751,3.53962805942641,1.161,4.99828319622328,96237319.0,39.8572899,51.6994735,64.96755759999999,50.2564141,52.0515382,Vietnam,VN,VND,,,35.03,Moderate risk
VNM,2019,7.35926270105006,2.79582367452244,1.681,4.821074861051,97173776.0,40.5244914,52.136435,67.4603405,50.4776383,51.8817753,Vietnam,VN,VND,,,32.54,Low risk
VNM,2020,2.86541320912272,3.22093436652515,2.103,4.55836196782424,98079191.0,41.5155594,52.6620263,68.1190087,51.1430534,51.7726646,Vietnam,VN,VND,,,31.88,Low risk
VNM,2021,2.55372852648131,1.83471554810462,2.383,4.27314566190187,98935098.0,41.5662482,52.2784619,68.1933102,49.4260646,51.61835,Vietnam,VN,VND,,,31.81,Low risk
VNM,2022,8.53750041218142,3.15650749963112,1.57,4.32947308910883,99680655.0,42.8756812,49.331569,67.99191809999999,49.3869152,51.1673005,Vietnam,VN,VND,,,32.01,Low risk
VNM,2023,4.97865959483225,3.25289282667662,1.645,4.26458856546888,100352192.0,41.6124232,47.8521338,67.4445741,50.4557586,51.109648,Vietnam,VN,VND,,,32.56,Low risk
VNM,2024,7.03955197123018,3.62109273885844,1.602,4.23450755062236,100987686.0,42.7600555,49.5458577,65.9913074,50.6548775,51.5616803,Vietnam,VN,VND,,,34.01,Low risk
ZAF,2015,1.32186223678229,4.51869094892506,25.149,0.438735792056356,,48.0860951,56.0942459,60.5909646,59.510035,57.7229004,South Africa,ZA,ZAR,,,39.41,Moderate risk
ZAF,2016,0.664552307858116,6.60290842394872,26.536,0.684612553455795,,48.4749937,55.2548767,60.1223224,58.9811893,58.1714096,South Africa,ZA,ZAR,,,39.88,Moderate risk
ZAF,2017,1.15794695181735,5.18618655524149,27.035,0.539673956759456,,46.238209,55.6720559,59.3550083,58.4851513,57.2114826,South Africa,ZA,ZAR,,,40.64,Moderate risk
ZAF,2018,1.55678384721676,4.50987264867388,26.906,1.3742911715346,,46.8965568,54.2202351,60.7804491,55.9437729,55.7886824,South Africa,ZA,ZAR,,,39.22,Moderate risk
ZAF,2019,0.25993557687633,4.10285075461156,28.468,1.31407752293306,,48.5628824,55.0228162,60.1164309,56.7364366,55.6753499,South Africa,ZA,ZAR,,,39.88,Moderate risk
ZAF,2020,-6.1689177146757,3.23238831615113,29.217,0.933073684352391,,48.3743811,53.1939817,61.6419067,56.2807483,55.9083277,South Africa,ZA,ZAR,,,38.36,Moderate risk
ZAF,2021,4.85864865060148,4.61874544887136,34.007,9.68098022663018,,49.1616473,52.1589454,52.6765125,55.1425627,59.0484877,South Africa,ZA,ZAR,,,47.32,Moderate risk
ZAF,2022,2.05813661692193,7.03987272546482,33.268,2.26670277731613,,44.545875,51.3101517,54.2056557,53.8802608,57.5516367,South Africa,ZA,ZAR,,,45.79,Moderate risk
ZAF,2023,0.80610455095804,6.0752438457966,32.098,1.0127377916456,,43.6123698,47.7497513,54.9671159,53.8835444,57.6449634,South Africa,ZA,ZAR,,,45.03,Moderate risk
ZAF,2024,0.534843531905139,4.36115246518962,32.279,0.580891709673066,,43.9726469,46.9478119,55.3527432,53.9146724,57.2693915,South Africa,ZA,ZAR,,,44.65,Moderate risk
